transaction_id,account_id,date,amount,type,merchant_id
9caa5f96,d38d00cf,2024-09-30 23:45:37.759738,58.19,Debit,fa2ce6cb
1d798585,9efcedc5,2023-02-27 18:51:48.771731,304.27,Credit,24d53cba
4dd35882,adb72718,2024-05-20 16:33:22.255297,385.47,Credit,9f3a5c1a
315edb3f,f9aeee36,2024-08-24 16:31:44.133528,371.8,Credit,c0835974
84acf856,c55d411f,2023-02-09 15:10:58.567504,281.04,Credit,24d53cba
963520df,53ebba78,2023-05-06 05:01:40.510054,161.08,Debit,472abbc8
b27391c1,0617ec88,2023-04-05 07:40:58.743909,364.96,Debit,a309543a
1fb28c45,d721ff46,2024-05-29 17:08:10.355472,63.32,Credit,cee2da88
a1d2f423,bb40caef,2024-09-11 21:27:53.055723,302.15,Debit,66020d54
9c699cc6,3e7b6a86,2023-08-01 17:50:17.314791,108.25,Debit,b30db867
caa6b60e,55e39723,2023-09-08 07:02:32.857128,299.89,Debit,66a5fec6
9cb01daa,d0fbbb99,2023-10-31 16:44:57.456086,425.1,Debit,848c66f3
dfb7a38c,e91cd522,2024-09-14 00:41:04.162696,85.56,Debit,e9b973b7
33bf98df,53ebba78,2023-06-22 08:43:44.017294,50.51,Debit,86041576
4fa386d2,bbd420fb,2023-07-25 16:26:44.674852,314.52,Debit,2de2fb3d
e986bce3,09bfee82,2023-03-03 04:00:34.286144,116.4,Credit,5f237fd7
07de25e9,3413b48b,2024-04-07 08:16:29.243334,226.21,Credit,3fc071a8
7e1c3493,dbed9d2b,2023-04-09 13:49:28.834711,254.79,Debit,472abbc8
2fa5d3f5,da3a79b2,2023-03-09 18:21:28.480210,26.94,Debit,a44f000c
3c76cd3c,ba429d95,2023-03-16 14:35:07.906028,213.45,Debit,b30db867
159a9b5e,da3a79b2,2023-02-17 20:25:44.036608,119.81,Debit,90e33d75
1ad1f88f,f209c789,2024-12-09 12:33:32.914392,190.4,Credit,c0835974
eab8337d,a0e0af59,2023-01-10 08:50:47.579327,95.19,Debit,472abbc8
ad545147,9e626087,2024-02-10 15:47:09.421767,370.34,Credit,aca2ee9d
d00ead70,6559cf71,2024-05-25 06:16:26.184492,54.02,Debit,844693ac
9a547547,836804b4,2024-05-06 15:14:56.017942,199.35,Credit,3fc071a8
6bd79e73,9e626087,2023-05-16 01:33:11.480150,279.78,Debit,666f6ba9
e8af5fa6,e27bf7b3,2023-06-01 13:03:04.863642,393.97,Debit,fa2ce6cb
9757fa21,4aeaf516,2023-07-08 09:43:23.758818,9.87,Debit,10d2aaf9
72ad59d6,836804b4,2023-09-10 23:16:12.575119,499.84,Debit,848c66f3
97a691c8,bb0edd72,2024-08-25 16:10:13.200179,217.5,Credit,b30db867
d3f7ba93,ee23586d,2023-06-25 12:56:38.165473,220.06,Credit,e9b973b7
3c13ecde,b714d8df,2023-03-14 23:57:13.744282,368.09,Credit,ea15471e
58abfdaa,61e90f28,2023-04-12 06:29:59.914557,196.36,Credit,66020d54
6356e2f2,01022575,2024-06-03 08:43:13.042518,369.06,Debit,666f6ba9
063bcfcf,d721ff46,2023-04-04 12:27:52.506561,136.53,Debit,da747605
b3738c1f,3e7b6a86,2023-05-04 05:57:06.529826,425.42,Credit,65e24620
639abb26,cff04cf0,2024-06-29 00:41:31.537411,169.16,Debit,a309543a
44838e84,d0fbbb99,2022-12-19 13:49:29.886042,22.04,Debit,a309543a
cfc7cac0,abbc74a5,2024-10-31 10:31:07.362894,262.49,Debit,da747605
0999fc75,6a290284,2023-01-24 10:26:11.324361,412.55,Debit,b30db867
327daed7,0617ec88,2023-07-10 22:36:11.419264,30.76,Debit,a309543a
277ca29c,09bfee82,2023-06-12 01:27:55.391753,170.17,Debit,e9f725a2
8b34fa25,13345f91,2023-05-23 20:41:14.586775,495.22,Credit,cee2da88
570c0518,e4b1c0b2,2023-05-06 07:31:11.881843,207.22,Debit,f810fe58
e5053199,836804b4,2024-02-20 21:04:53.066230,62.24,Debit,3e88b9f3
3331b9f8,e045e3ba,2024-09-04 02:13:10.607426,213.06,Debit,86041576
ff3eb9f0,dab6ff24,2024-01-26 01:01:52.141652,33.06,Credit,24d53cba
3c2cdc5c,3413b48b,2024-07-12 21:04:30.845828,170.94,Credit,bceaddae
a933ddd3,cbbbc638,2024-09-19 15:40:13.314052,258.46,Credit,7a230df6
154aecee,c5935daa,2023-05-14 06:50:28.273837,191.1,Credit,e9f725a2
be0ac55b,13345f91,2024-01-29 07:43:47.253884,208.09,Debit,848c66f3
dceba38e,2f2c8cf0,2024-09-20 05:37:34.739785,337.33,Credit,da6c643d
5385f496,7e263c5b,2023-09-28 11:19:14.322132,276.62,Credit,8724f3ee
5e2a9514,b8569866,2024-10-05 07:16:22.508450,227.29,Credit,91e65669
7e4f5465,7e211b04,2023-12-10 12:55:18.233437,144.66,Credit,ea15471e
5ac564a3,ba429d95,2023-02-21 17:48:07.543242,145.05,Credit,da6c643d
f643e2b3,53ebba78,2024-08-04 05:57:37.536874,166.4,Credit,e9b973b7
2fa772e1,0e2aa613,2024-03-18 08:35:34.361663,260.99,Credit,a1b35095
82dcc81f,4b69e51a,2024-04-18 19:09:46.857778,210.55,Debit,da6c643d
c79ec357,472dc831,2023-07-16 06:43:58.589288,341.71,Debit,3017740f
44027392,99a94e4f,2024-06-28 05:16:20.092690,169.41,Credit,ec61d128
a81095ba,61e90f28,2024-07-13 23:20:26.857044,256.93,Debit,2c1098d6
b2b7f23f,e91cd522,2023-09-09 09:33:09.707641,438.67,Credit,3017740f
72d4ab71,efd2f050,2023-07-11 01:59:10.581119,43.43,Debit,a44f000c
d9a859ae,35a99d2e,2023-01-23 15:28:08.240253,220.68,Credit,ea15471e
7be64a89,ae973d2f,2024-03-01 00:54:56.021474,478.21,Debit,5f237fd7
f063eb2e,3320d93a,2023-07-06 15:58:02.737752,449.61,Debit,aca2ee9d
847106db,00a572a7,2023-02-24 13:48:58.384437,68.7,Credit,d32f5f25
a7989a2c,8034daa3,2024-11-09 15:55:34.797670,14.93,Debit,7615700f
fea729e3,6ac3fdd1,2024-07-06 05:17:12.455204,113.6,Debit,da747605
5d3a8500,a15b6b49,2023-04-18 13:05:46.331857,425.14,Credit,d32f5f25
87d700fb,0f808f0e,2023-07-14 04:59:46.191869,449.94,Debit,66020d54
b46a505c,d6451756,2023-04-17 14:58:32.197750,129.74,Debit,8724f3ee
4d1d3b98,0f808f0e,2024-12-03 18:55:31.757052,229.15,Credit,844693ac
422238ba,b8569866,2023-08-05 11:57:29.872324,402.86,Debit,a1b35095
4752cc76,c5935daa,2023-04-29 15:35:01.600127,165.53,Credit,90ba1694
95bb7edf,ee698173,2023-07-12 15:07:16.982367,497.57,Debit,2c1098d6
c98b7db5,6ac3fdd1,2023-03-21 12:29:45.153295,179.64,Credit,86041576
846c5622,ef785919,2024-10-22 23:42:51.833452,235.41,Credit,65e24620
7bb30b12,a02c03e6,2024-05-27 02:31:42.809837,219.81,Debit,c0835974
7a4a97b6,91c8b0e7,2024-02-01 11:30:24.252421,164.85,Credit,f810fe58
b36df947,e05ad7ee,2024-03-18 20:54:27.978118,478.59,Credit,65e24620
eb08b3b5,1d2124a5,2023-07-10 07:07:21.746007,11.87,Debit,24d53cba
1c9ad050,6a290284,2023-01-26 09:36:33.398186,372.16,Credit,7a230df6
0b7a67f2,4b69e51a,2024-04-16 16:37:13.683483,286.8,Credit,da747605
917c9372,f108202c,2023-11-30 21:31:32.034450,403.98,Credit,5f237fd7
ce70d24a,986ecd10,2023-06-28 17:20:33.388678,33.8,Debit,e68805f0
e114a313,ef785919,2024-05-28 20:19:43.938361,40.81,Debit,10d2aaf9
1ce2be10,17d87014,2023-12-24 09:25:32.410393,377.26,Debit,21563bba
cdb56fc4,b69fbb70,2023-03-13 03:23:05.158743,209.08,Credit,24d53cba
366e2ab0,cfded30e,2024-12-10 13:19:59.028858,125.87,Debit,90e33d75
8c6491b5,f35c7234,2023-01-04 14:22:54.954567,453.45,Debit,5f237fd7
153287b8,86e6b20a,2024-10-21 06:23:03.953644,278.47,Credit,5f237fd7
0c302b79,ae973d2f,2024-07-19 17:27:11.090934,125.08,Debit,d16d28f7
36127ebf,46f749bf,2023-02-25 12:18:35.117764,397.29,Credit,d16d28f7
4085e7f0,3bbc5650,2023-11-07 11:34:57.903482,341.54,Credit,7a230df6
995f5ab3,efd2f050,2022-12-28 01:49:23.986415,416.13,Credit,d16d28f7
1bb46ad7,b714d8df,2024-09-01 13:22:01.757830,42.38,Credit,21563bba
305b163f,99a94e4f,2024-03-23 19:43:27.110217,127.88,Debit,cee2da88
30372898,a15b6b49,2023-05-09 07:04:58.390593,473.87,Debit,d32f5f25
cf3588ea,a2d122e7,2024-07-23 03:45:06.807832,73.2,Debit,90e33d75
596dcd4f,5e987a10,2024-04-19 18:54:17.195500,320.27,Credit,cee2da88
bf1546b9,10001ef5,2024-02-12 20:56:36.069559,64.29,Debit,2c1098d6
ebd22c48,8a93f263,2024-11-18 11:56:34.330815,444.45,Debit,aca2ee9d
864d086c,bb0edd72,2023-11-07 03:23:56.772154,312.86,Debit,ea15471e
f35eb369,05fb943c,2023-07-20 21:19:13.158638,29.08,Credit,90ba1694
7ac30527,6b02b732,2024-07-19 04:02:55.787157,170.45,Debit,bceaddae
557c9a75,b5353851,2024-03-23 04:45:38.584133,464.25,Debit,4a34dbe7
1573fa79,91c8b0e7,2024-03-08 01:01:27.901239,316.54,Debit,91e65669
d4a5e0d4,6ee70f96,2023-01-09 03:53:30.251409,26.41,Credit,009a6b1f
9925f799,d6451756,2023-02-10 04:31:18.592759,71.43,Credit,cee2da88
f199f54a,f209c789,2024-03-02 15:11:24.803933,54.73,Credit,ea15471e
87e85856,0617ec88,2024-06-03 09:19:18.549129,338.49,Credit,3fc071a8
641b0276,337bcc65,2022-12-18 15:18:32.885691,317.99,Credit,91e65669
e46fd8f0,d119d5c6,2024-11-10 10:43:01.704262,383.88,Credit,a1b35095
c7e322e7,07ff77b1,2024-09-06 18:13:22.520801,43.47,Credit,cee2da88
f5a13a7d,f9aeee36,2023-04-27 11:43:36.976452,144.37,Debit,da747605
9ba563cb,d38d00cf,2023-12-31 13:52:33.690315,435.73,Credit,009a6b1f
0b620cc3,01022575,2024-05-28 21:22:02.944832,284.96,Debit,b30db867
a9138800,00a572a7,2024-02-17 20:28:26.457749,442.86,Credit,cee2da88
e52d7628,863dd868,2024-04-25 13:53:06.628344,153.61,Debit,e9f725a2
b30ba438,99a94e4f,2023-09-06 00:46:21.820651,474.13,Debit,b30db867
74272de4,35a99d2e,2024-04-20 06:05:22.609316,212.25,Debit,90e33d75
4b5d8449,e05ad7ee,2023-09-27 13:59:19.759964,224.53,Credit,91e65669
153544dc,c5935daa,2023-04-24 00:38:51.841474,144.86,Debit,da747605
29a61dee,83e43264,2023-08-20 12:13:33.013690,408.67,Debit,c12929e6
94f1fc9b,8cf86d63,2023-12-11 04:06:31.772525,108.62,Credit,90ba1694
19a6e721,a15b6b49,2024-08-13 13:18:41.074149,169.73,Credit,a309543a
e123371c,e05ad7ee,2023-04-20 06:09:58.021519,286.57,Debit,e68805f0
e5ee99f3,9efcedc5,2023-09-19 02:19:31.119892,216.9,Credit,90e33d75
09bba8bd,3320d93a,2023-11-30 04:43:15.260538,176.87,Debit,da747605
f32342ad,e91cd522,2023-11-07 15:10:16.187068,212.3,Credit,2c1098d6
94ffc10e,bb40caef,2023-01-12 03:49:16.084556,415.61,Debit,f810fe58
1b16a6d6,d6451756,2024-11-13 09:45:42.905683,151.48,Credit,fa2e7c66
0c9510f3,b8e3bec2,2024-09-15 21:07:06.286598,120.17,Debit,666f6ba9
f00376da,e045e3ba,2024-10-20 14:29:26.701797,449.12,Credit,2c4123fb
9889d722,d6451756,2024-08-21 18:21:03.557686,190.34,Debit,fa2e7c66
58df31a2,1d2124a5,2024-11-06 17:36:45.037327,276.05,Credit,0351f38d
cf2e1410,14332485,2023-08-17 16:37:09.082943,438.6,Credit,3017740f
a688cb1b,f9aeee36,2024-03-06 10:09:37.662997,273.82,Credit,2de2fb3d
304ca136,3ab6c50f,2024-03-29 13:34:54.303350,25.03,Credit,a309543a
60095e36,a7e3e832,2023-05-17 00:22:15.862458,489.64,Debit,e9f725a2
281090c0,75fd2c01,2024-12-08 13:46:28.120116,159.73,Debit,da6c643d
d725b028,ee698173,2023-04-19 04:54:27.737715,142.69,Credit,2c4123fb
b030d69b,c55d411f,2024-06-04 07:54:12.921086,92.43,Debit,91e65669
b3b00765,bbd420fb,2023-06-26 03:50:32.189280,268.77,Debit,10d2aaf9
394ef842,6bac6579,2023-02-15 01:36:30.465748,401.89,Credit,65e24620
3ed32c2a,35a99d2e,2024-05-14 13:34:00.325320,339.56,Credit,666f6ba9
a26a1d3c,6c885c73,2024-10-31 01:21:59.233263,131.16,Debit,66a5fec6
6dd04ab1,09bfee82,2023-01-28 11:09:42.804213,482.43,Credit,21563bba
e7fc964e,215ce6bd,2023-06-13 13:32:10.667705,362.13,Credit,90ba1694
b75aeba6,b69fbb70,2023-03-09 04:11:25.334782,468.04,Credit,7615700f
908a5488,d5598fe2,2024-12-08 18:53:46.460022,156.48,Credit,ea15471e
6c2b9693,3320d93a,2023-07-30 06:09:00.352737,162.56,Credit,90e33d75
cd105c3a,e7f7dd37,2024-10-29 08:21:47.294324,407.1,Credit,90ba1694
36effa6b,61e90f28,2023-09-27 07:30:39.216295,344.96,Debit,c12929e6
baf876a7,c5a13fca,2024-09-05 07:01:45.432206,424.07,Credit,ec61d128
05fbe6a7,6242b7fa,2023-01-17 22:06:47.383111,228.98,Debit,fa2ce6cb
800836c4,b8569866,2023-05-17 17:50:33.404801,460.83,Credit,666f6ba9
fe029fc6,e5122086,2024-02-01 03:39:37.185304,289.86,Credit,a1b35095
dfeabde2,ed1bc63d,2023-03-26 22:59:08.375028,151.97,Debit,29797128
86090d73,34c70067,2023-01-13 14:38:24.722841,240.6,Debit,66020d54
870000e5,1d2124a5,2023-06-17 13:29:21.823035,380.19,Credit,472abbc8
a9146f47,9814829e,2023-09-26 12:03:40.477361,133.45,Debit,90e33d75
601b0730,2952e248,2024-07-31 06:30:04.629720,471.87,Credit,a44f000c
f584302c,e2cc7f24,2023-02-14 23:40:50.529724,303.76,Debit,ea15471e
5b8a9e9d,641fe64b,2024-06-07 16:59:09.157417,446.64,Debit,fa2ce6cb
7178f453,9f271a30,2023-10-10 11:47:19.377598,215.91,Debit,b30db867
315362bf,adb72718,2023-10-12 09:02:38.208234,75.19,Credit,cee2da88
39bda477,87723bbb,2022-12-24 22:59:58.336860,170.37,Credit,666f6ba9
47ece82b,9e626087,2024-01-06 22:30:48.753208,475.59,Credit,3e88b9f3
bbfbb485,e045e3ba,2024-11-21 15:44:39.811833,399.06,Debit,24d53cba
d73a32e8,9983a5a2,2023-06-01 16:18:47.071203,273.47,Debit,2c4123fb
6241e824,75fd2c01,2024-09-21 19:48:33.354353,57.45,Credit,d16d28f7
bffbf7e8,986ecd10,2023-06-09 01:48:47.986818,361.16,Debit,5f237fd7
f5441415,9f271a30,2024-05-14 13:52:33.212879,76.97,Credit,21563bba
b6b297d5,6a290284,2024-03-20 02:35:55.082635,140.73,Debit,ec61d128
0cafec47,337bcc65,2024-05-05 13:11:27.622972,74.0,Debit,2c4123fb
fc15a2e2,ee698173,2023-10-05 23:25:09.782214,333.85,Debit,844693ac
a18527d4,6a290284,2023-05-02 04:56:09.993899,446.91,Credit,e68805f0
e225b902,e91cd522,2023-08-07 22:24:23.735186,154.62,Credit,844693ac
c6c68b4c,e5122086,2023-10-11 07:21:23.325047,377.31,Debit,472abbc8
38f56815,ba429d95,2023-04-24 22:49:21.124500,430.41,Debit,d16d28f7
233542fa,9814829e,2023-07-14 05:16:49.248513,359.75,Credit,90e33d75
fc854255,e4b1c0b2,2023-08-14 14:25:28.836803,491.69,Credit,29797128
dccb4a83,4574f371,2023-05-29 20:31:13.938710,234.58,Debit,aca2ee9d
e4cf7086,01022575,2023-07-16 09:23:13.470335,137.55,Credit,009a6b1f
98d9cb06,215ce6bd,2024-08-20 01:26:55.197787,309.11,Debit,e9b973b7
c37cb770,d721ff46,2023-11-14 19:04:33.847338,232.6,Debit,fa2e7c66
c5182ad1,a2d122e7,2023-04-08 08:45:34.727143,355.17,Debit,d32f5f25
4f5e2030,bb40caef,2024-11-24 12:48:16.966681,147.83,Credit,2de2fb3d
b8844138,87723bbb,2023-08-23 12:20:58.661121,483.7,Credit,bceaddae
d6c79b9f,dbed9d2b,2024-10-30 12:03:16.842546,47.63,Credit,3fc071a8
833612c1,3320d93a,2024-03-17 16:49:49.191205,360.01,Credit,7615700f
d432f8a3,6b02b732,2024-10-26 00:29:20.163121,464.92,Credit,ec61d128
d7e65ead,4ca2a46b,2024-04-15 15:00:30.717438,107.57,Credit,e68805f0
1fc86df1,1e32d28e,2024-08-10 12:26:47.406775,6.45,Debit,da747605
cb19f2d9,b8e3bec2,2024-08-29 16:02:02.965573,254.35,Debit,29797128
6f7893a4,b5353851,2023-06-11 09:35:29.783153,253.83,Debit,666f6ba9
db4529a1,d0fbbb99,2024-07-17 21:51:31.878251,23.28,Credit,8724f3ee
12dd93d8,efd2f050,2023-05-17 17:59:26.000441,491.15,Debit,fa2e7c66
7974e3b4,2f2c8cf0,2024-07-26 08:37:34.034565,457.94,Debit,3fc071a8
30469864,b760fd4d,2023-05-06 20:45:25.705394,284.53,Credit,3e88b9f3
29d7c487,15287fdc,2024-03-10 20:42:38.937220,281.11,Debit,b30db867
0cd6b61b,5198639a,2024-09-01 06:48:02.599418,199.55,Debit,5f237fd7
a42e8b16,dbed9d2b,2023-08-10 12:07:36.314457,458.16,Credit,fa2ce6cb
d6f3ddc0,f927ced7,2024-07-12 06:35:10.903536,351.15,Credit,66020d54
2b101f5a,17d87014,2024-06-29 19:23:30.660205,169.01,Credit,d16d28f7
08696d74,6bac6579,2024-11-24 03:15:28.879553,55.92,Credit,5f237fd7
6e95a5c0,b4cdd0c2,2023-06-05 01:44:19.301463,482.48,Debit,da747605
d428d174,6ee70f96,2023-05-26 03:02:49.925571,22.24,Credit,7a230df6
406ab382,0a39754f,2023-10-08 11:15:04.004064,33.97,Debit,c12929e6
7386562e,172ee023,2023-12-20 10:14:34.568467,433.27,Credit,d32f5f25
f91ee696,986ecd10,2023-05-01 11:21:09.876178,287.39,Debit,5f237fd7
1c979f84,ee23586d,2024-02-03 15:01:04.021791,489.62,Debit,fa2e7c66
ab6d8cef,6a290284,2024-06-19 22:13:10.257314,371.66,Debit,65e24620
34142c4c,9e626087,2024-02-01 02:27:21.053686,314.98,Credit,2c1098d6
3f5dbb7a,63819e17,2023-04-06 17:08:14.750759,352.27,Debit,65e24620
1f065018,9e626087,2024-02-11 07:37:00.998180,391.96,Credit,66a5fec6
860621bc,75fd2c01,2024-12-03 18:51:48.021808,317.44,Debit,9f3a5c1a
f4b1bc71,d5598fe2,2024-04-21 16:37:43.624408,188.7,Credit,e68805f0
5bfdc65a,b8569866,2023-12-10 13:56:06.629375,282.53,Debit,d32f5f25
f97bd04c,6242b7fa,2024-09-20 02:01:24.732216,117.47,Debit,65e24620
4a25f7f5,641fe64b,2023-03-02 16:15:48.171021,98.74,Debit,848c66f3
9b584a3e,10001ef5,2024-11-23 01:15:18.226143,251.08,Debit,844693ac
d01e7fce,9983a5a2,2023-10-11 15:07:04.676934,268.47,Credit,009a6b1f
66281cd3,a2d122e7,2023-10-01 11:25:57.609843,416.84,Debit,90e33d75
65d94591,d0603040,2024-05-03 10:53:36.537816,395.21,Credit,472abbc8
04960754,04e89bc5,2023-06-02 05:54:05.912956,359.63,Credit,9f3a5c1a
60ac7c68,6c885c73,2024-04-20 12:17:41.626446,336.74,Credit,aca2ee9d
f6e80dc1,7e263c5b,2024-03-19 11:52:53.401406,362.24,Debit,2de2fb3d
47bebfd9,9efcedc5,2024-01-28 08:42:58.413537,316.69,Credit,29797128
2c786b41,b8e3bec2,2024-03-07 16:58:22.780724,428.21,Debit,d16d28f7
27fcb5ba,b714d8df,2023-11-14 04:48:54.978548,164.42,Credit,65e24620
d8c552c1,4574f371,2024-06-22 14:20:00.236094,323.69,Credit,86041576
f6e86596,ba429d95,2024-11-19 09:22:14.231472,387.94,Credit,fa2e7c66
f756e846,c55d411f,2024-03-15 20:46:12.624310,461.1,Credit,ea15471e
83bc8622,75fd2c01,2023-12-21 07:56:04.011846,467.89,Credit,90ba1694
1260f4a2,863dd868,2024-05-06 08:03:32.672205,482.65,Debit,a44f000c
ba35a6c8,f108202c,2023-06-03 12:49:35.498446,352.16,Debit,a1b35095
4bbbe433,215ce6bd,2024-09-10 18:55:32.627565,92.03,Credit,0351f38d
080eb394,5918be1b,2024-10-14 18:00:39.923457,352.4,Debit,fa2ce6cb
516a0db9,e5122086,2023-10-23 12:10:13.991031,457.19,Debit,e68805f0
8c4f4aaa,bb40caef,2024-03-22 01:39:34.156841,356.32,Credit,da747605
20eba356,9814829e,2024-11-06 05:10:50.452863,28.4,Debit,2de2fb3d
1af0061f,c5935daa,2023-06-01 17:00:06.160035,380.97,Credit,21563bba
32360be2,472dc831,2023-02-17 09:05:36.259318,263.53,Debit,e9b973b7
4165bed2,f108202c,2024-03-11 18:59:54.307715,362.27,Debit,844693ac
a2e438b6,09bfee82,2022-12-20 21:02:42.648184,497.74,Credit,ea15471e
8b02b590,e2cc7f24,2022-12-31 19:11:05.609406,411.46,Credit,e68805f0
c0af1e2d,9efcedc5,2024-03-15 03:33:26.153425,307.4,Credit,9f3a5c1a
